0 1
1317729948 1
1319812431 1
1325216263 1
1355415039 1
1371080435 1
1371940133 1
1372134183 1
1383081017 1
1385228701 1
1391166225 1
1395672163 1
1399462217 1
1400527092 1
1401725287 1
1402602613 1
1410884154 1
1412666571 1
1413361224 1
1413785691 1
1419133430 1
1419713884 1
1423145038 1
1423823046 1
1427150118 1
1428551933 1
1429201597 1
1432077812 1
1432470565 1
1432737944 1
1435156501 1
1435586329 1
1436827949 1
1437541948 1
1438197380 1
1440060005 1
1441751069 1
1443104008 1
1443723084 1
1446332366 1
1448557074 1
1448566448 1
1449309017 1
1450278845 1
1452943509 1
1453519793 1
1455779626 1
1456708617 1
1457142639 1
1457465804 1
1458429338 1
1459053914 1
1460075150 1
1463294140 1
1463669400 1
1463991729 1
1464790285 1
1465069734 1
1465155005 1
1466305451 1
1466546645 1
1466598205 1
1467174337 1
1471116861 1
1473247996 1
1473942256 1
1474553918 1
1475095548 1
1478712284 1
1479925618 1
1480619784 1
1480934742 1
1481880679 1
1482758000 1
1483463573 1
1483835211 1
1484664230 1
1485300380 1
1485684437 1
1485722173 1
1486373244 1
1486373559 1
1486373903 1
1486481404 1
1487113602 1
1487158153 1
1487165840 1
1487216347 1
1488713808 1
1488752787 1
1488893973 1
1489024312 1
1490369580 1
1490399073 1
1490607016 1
1490697223 1
1492175090 1
1493361356 1
1493386577 1
1493846638 1
1494369686 1
1494863368 1
1495400854 1
1496036580 1
1496036633 1
1496237780 1
1496337889 1
1496380141 1
1496601547 1
1496664543 1
1496958584 1
1500365669 1
1500627244 1
1502243498 1
1502641479 1
1505030362 1
1508934237 1
1509158188 1
1509231212 1
1509597571 1
1509860754 1
1510557556 1
1511275549 1
1511539090 1
1511567109 1
1511959285 1
1512176544 1
1512314592 1
1512370508 1
1512395479 1
1512398424 1
1515175258 1
1515581462 1
1515797905 1
1516015767 1
1516801235 1
1517945845 1
1518864613 1
1518969937 1
1519625284 1
1521858242 1
1522274703 1
1522710604 1
1523537566 1
1523797604 1
1523986830 1
1524150217 1
1525452502 1
1527475826 1
1527684490 1
1528920600 1
1530465116 1
1530865490 1
1531167175 1
1532208681 1
1532373072 1
1532390939 1
1532559361 1
1534358598 1
1534774806 1
1535717678 1
1535980897 1
1536000804 1
1536581644 1
1537028104 1
1538069792 1
1538513798 1
1539251746 1
1540348419 1
1541764256 1
1541888871 1
1543870951 1
1544257307 1
1544514805 1
1544694436 1
1544729681 1
1545350277 1
1545854598 1
1546623209 1
1546881414 1
1546999905 1
1547168521 1
1547615822 1
1548464846 1
1550187395 1
1550230510 1
1550758574 1
1550934514 1
1550953643 1
1552499069 1
1552874747 1
1553105564 1
1554160587 1
1556943309 1
1556959911 1
1557419122 1
1558023579 1
1558120911 1
1558296788 1
1558550745 1
1559116892 1
1559195659 1
1559338112 1
1559581641 1
1559597746 1
1559641976 1
1560867949 1
1561472710 1
1561475685 1
1561924886 1
1562692457 1
1564035496 1
1564668099 1
1564824560 1
1564933709 1
1565038810 1
1565249595 1
1567090697 1
1568321368 1
1569484706 1
1572038107 1
1572537575 1
1572956235 1
1573071458 1
1573802393 1
1573990856 1
1574079308 1
1574667035 1
1574779857 1
1575398125 1
1575907215 1
1576806019 1
1577925439 1
1578355661 1
1579379120 1
1579896718 1
1580177617 1
1580687217 1
1581377810 1
1581953543 1
1581953543 1
1583393929 1
1583648391 1
1584444633 1
1585859966 1
1586215752 1
1586870872 1
1587042129 1
1587304546 1
1588584205 1
1589029984 1
1589094868 1
1589371281 1
1589520853 1
1589525159 1
1589891469 1
1590231345 1
1590235929 1
1590396749 1
1590590908 1
1592236666 1
1594186936 1
1594520579 1
1594735944 1
1594780609 1
1595240508 1
1595257452 1
1598826457 1
1598862507 1
1599578660 1
1600594570 1
1603097087 1
1603304176 1
1603311266 1
1603395441 1
1603451067 1
1604247354 1
1605023094 1
1605546997 1
1605905460 1
1606999780 1
1607273336 1
1608227883 1
1609544059 1
1610049733 1
1610084134 1
1611232071 1
1611629637 1
1612861825 1
1612884565 1
1613573125 1
1613678405 1
1613723578 1
1614202437 1
1614285643 1
1615747047 1
1615912483 1
1615913383 1
1616125076 1
1617137734 1
1617376549 1
1617896967 1
1617961690 1
1619792244 1
1620144652 1
1620654375 1
1620769994 1
1622998788 1
1625871811 1
1626095267 1
1627815036 1
1629496318 1
1629815213 1
1630130330 1
1630591713 1
1630633020 1
1630647342 1
1631539937 1
1633514809 1
1634234576 1
1634366623 1
1637150101 1
1638197519 1
1638695488 1
1640721537 1
1640815687 1
1642173496 1
1643136248 1
1643642970 1
1643742977 1
1644290443 1
1644816269 1
1645819728 1
1646070389 1
1647255547 1
1647356962 1
1649111815 1
1649177132 1
1649731078 1
1649751630 1
1650013887 1
1650833142 1
1651333641 1
1654362806 1
1654787090 1
1656160765 1
1657201222 1
1657250217 1
1657885950 1
1658407935 1
1659514210 1
1659705556 1
1659732419 1
1660060528 1
1660292185 1
1662679502 1
1663234303 1
1663961309 1
1664693279 1
1665082439 1
1665305577 1
1665970999 1
1665983836 1
1666093826 1
1667162206 1
1669073170 1
1672169269 1
1673204881 1
1673289469 1
1674092934 1
1674914985 1
1675359326 1
1675714154 1
1676148581 1
1676642730 1
1677754252 1
1679923167 1
1679952673 1
1680394144 1
1680618505 1
1681075159 1
1681540131 1
1682495106 1
1684267752 1
1685138785 1
1685820779 1
1686166080 1
1686579142 1
1686597238 1
1686998741 1
1687187055 1
1687425505 1
1688985590 1
1691497742 1
1691873596 1
1695288889 1
1695370964 1
1696876722 1
1698138821 1
1698627642 1
1699009396 1
1700074937 1
1703756623 1
1703814230 1
