repo,repo_topics,date_first_commit,creation,date_first_release
pskd73/pydictable,"python, serializer, json-schema, schema-validation, deserializer",1617137734000,1617137734000,1617230597000
wtask-go/mixpanel,"mixpanel, golang, go, openapi, json-schema, openapi3, event-tracking, ingestion-api",1617376550000,1617376549000,1617992314000
ghandic/jsf,"jsf, json-schema, commandline, faker, property-based-testing, python, fastapi",1617896982000,1617896967000,1617897574000
PnX-SI/schema_randonnee,"json, open-data, json-schema, trekking, tourism",1617963970000,1617961690000,1628168867000
Onemind-Services-LLC/kubernetes-json-schema,"kubernetes, json-schema, kubeval",1497801809000,1619792244000,1619797893000
javalin/javalin-openapi,"javalin, openapi, javalin-openapi, annotation-processor, swagger-ui, swagger, openapi3, redoc, javalin-plugin, hacktoberfest, json-schema",1620144653000,1620144652000,1668536636000
plexinc/papr,"mongodb, schema, json-schema, typescript, validation",1617897323000,1620654375000,1689081412000
event-driven-dotnet/EventDriven.SchemaRegistry.Mongo,"schema, validation, json-schema, mongodb, pubsub, microservices",1620961179000,1620769994000,1621008836000
uderline/openapi-php-attributes,"json, api, api-rest, php, php8, attributes, openapi3, openapi, renderer, swagger, json-schema",1622996562000,1622998788000,1642010182000
LukasMasuch/streamlit-pydantic,"streamlit, streamlit-component, python, pydantic, forms, json-schema, typing, type-hints, dataclasses, streamlit-library",1625871812000,1625871811000,1625885346000
johngeorgewright/runtyping,"typescript, json-schema, runtypes, zod, io-ts",1626095271000,1626095267000,1626163989000
GiovanniCardamone/class-schema,"json-schema, typescript, nodejs, browser",1627815036000,1627815036000,1649714903000
IQ-tech/firebolt,"forms, react, package, json-schema",1629496360000,1629496318000,1633529985000
tiangolo/sqlmodel,"python, sql, sqlalchemy, pydantic, fastapi, json, json-schema",1629808913000,1629815213000,1629829555000
bhch/django-jsonform,"django, json-schema, admin, json-form, python",1630132520000,1630130330000,1630604569000
maxfordham/ipyautoui,"ipywidgets, json-schema, jupyter, pydantic, python, ui",1630753509000,1630591713000,1655374448000
akmjenkins/json-schema-rules-engine,"rules, json, rules-engine, engine, rules-processor, business-rules, rule-engine, json-rules-engine, json-schema, json-schema-validator",1630632949000,1630633020000,1630892205000
yassun7010/serde_valid,"json-schema, rust, serde, validation",1613833663000,1630647342000,1690695497000
akmjenkins/json-modifiable,"json, json-schema, rules-engine, json-pointer, json-patch, descriptors",1631540028000,1631539937000,1631581525000
monomonedula/nvelope,"json, json-schema, json-serialization, marshalling, unmarshalling, json-deserialization, python3",1633514810000,1633514809000,1637696248000
kickstartDS/storybook-addon-jsonschema,"storybook-addon, data-state, json, json-schema, jsonschema, controls, addon-controls, react, storybook",1634234578000,1634234576000,1634501365000
micronative/event-schema,"microservices, event-schema, json-schema",1634357050000,1634366623000,1662350580000
corvus-dotnet/Corvus.JsonSchema,"json-schema, json-schema-validator",1637150102000,1637150101000,1653492691000
lexiq-legal/pydantic_schemaorg,"pydantic, pydantic-models, schema-org, fastapi, django, schemas, autogenerated, dataclasses, seo-optimization, seo, python3, json-ld, schema, json-schema",1638198941000,1638197519000,1638289005000
HoseungJang/request-typer,"typescript, json-schema, openapi, validation",1638695567000,1638695488000,1639587209000
cardinalby/schema-validator-action,"json-schema, schema, schemasafe, validation, validator, yaml",1640730953000,1640721537000,1640792816000
triggerdotdev/schema-infer,"json, json-schema",1640815688000,1640815687000,1642163845000
yeshan333/ApacheJmeter_Schema_Assertion,"jmeter-plugin, jmeter-assertion, json-schema, yaml-schema, apache-jmeter",1642217353000,1642173496000,1643206250000
simonireilly/compeller,"json-schema, openapi, openapi3, schema, swagger",1643137485000,1643136248000,1643264816000
lefticus/json2cpp,"cpp, cpp17, json, json-schema",1643642972000,1643642970000,1644505300000
ZenWave360/json-schema-ref-parser-jvm,"json-schema, json-pointer, resolver, java",1643742978000,1643742977000,1644655806000
PlasmoHQ/bpp,"chrome-extension, chrome-extensions, web-extensions, browser-extension, browser-extensions, continuous-deployment, continuous-integration, actions, json-schema, firefox-addon, edge-addon, opera-addon",1644290445000,1644290443000,1644877772000
eropple/fastify-openapi3,"fastify, fastify-plugin, openapi3, typescript, json-schema",1644816182000,1644816269000,1648337572000
DZakh/rescript-json-schema,"rescript, json-schema, typesafe, json, openapi, swagger, ajv",1645819728000,1645819728000,1652545669000
AsaiYusuke/6502_test_executor,"6502, 6502-emulation, unit-testing, json-schema, nes-dev, cross-platform, assembly, assembly-6502, coverage, coveralls, lcov",1386370807000,1646070389000,1648015323000
Bwc9876/menagerie,"python, jinja2, markdown, docs, json-schema, xml-schema, yaml-schema, html, css, js, documentation, static-site-generator",1647255565000,1647255547000,1650050514000
jdhitsolutions/PSProjectStatus,"powershell, powershell-module, json-schema, powershell-classes",1643926792000,1647356962000,1647437739000
pydantic/pydantic-core,"json-schema, parsing, pydantic, rust, schema, validation",1649105772000,1649111815000,1659531934000
holgerjh/genjsonschema-cli,"cli, json, json-schema, yaml",1649177133000,1649177132000,1650922699000
jsstevenson/oxley,"json-schema, pydantic, python",1649726423000,1649731078000,1657162260000
FurtherBank/json-schemaeditor-antd,"ant-design, antd, json, json-schema, react, json-editor",1644563282000,1649751630000,1649769225000
mathiasrichter/shapiro,"json-ld, model-as-code, turtle, shacl, data, data-structures, linked-data, rdf, schema, semantic, semantic-web, json-schema, sparql, openapi",1650013888000,1650013887000,1664569078000
creek-service/creek-json-schema,json-schema,1650833143000,1650833142000,1667762240000
mkon/openapi_contracts,"openapi, redoc, rspec, swagger, json-schema, ruby",1651302828000,1651333641000,1651603537000
kevinmarrec/h3-typebox,"h3, hacktoberfest, typebox, json-schema",1654363255000,1654362806000,1655037138000
it-at-m/digiwf-core,"camunda, json-schema, spring-boot, vuejs, digiwf",1654787092000,1654787090000,1660210919000
bnomei/kirby3-schema,"autocompletion, blueprint, json-schema, phpstorm, validation, vscode, yaml, kirby, kirby-cms",1656160766000,1656160765000,1656980153000
copper-leaf/kotlin-json-forms,"compose, forms, json-schema, kotlin",1657128746000,1657201222000,1657834324000
ycsky98/Json-Schema-Calibrator,"json, json-schema, schema",1657250217000,1657250217000,1675860045000
stephenberry/glaze,"api, binary, cplusplus, cpp, interface, json, serialization, reflection, header-only, json-rpc2, fast, csv, json-schema, beve",1657885951000,1657885950000,1665748358000
xshapira/dantico,"django, pydantic, python, django-orm, json-schema, fastapi, pydantic-django",1658407974000,1658407935000,1658487979000
inrae/pgd-mmdt,"data, json, json-schema, metadata, project-management, repository, api, ontology, vocabulary, web",1696047943000,1659514210000,1675075769000
nomasystems/ndto,"erlang, schema, json-schema, openapi",1659705577000,1659705556000,1694183808000
JulianCataldo/remark-lint-frontmatter-schema,"lint, ajv, frontmatter, json-schema, linter, linting, remark, remarkjs, rule, tooling, unified, validation, vscode, yaml, markdown, astro, gatsby",1659732566000,1659732419000,1659734530000
disneystreaming/smithy-translate,"json-schema, openapi, protobuf, smithy, swagger",1667250477000,1660060528000,1667317830000
skyleague/therefore,"json-schema, skyleague, typescript",1660552954000,1660292185000,1660565274000
jacob-alford/schemata-ts,"deserialization, json-schema, parser, serialization, validator, camelcase-keys",1662679307000,1662679502000,1663206312000
KevinZhang19870314/v-formly,"vue, ajv-validation, ant, antdesignvue, form, json-schema, vue2, vuejs, formly, vue-formly, v-formly",1663035480000,1663234303000,1665997342000
Kobee1203/schema-org-java,"generator, java, json, json-ld, json-schema, maven, maven-plugin, schema, schema-org, seo, java-model, model, pojo, serializer, entity",1663961310000,1663961309000,1667397137000
openapi-json-schema-tools/openapi-json-schema-generator,"hacktoberfest, hacktoberfest2022, java, json-schema, openapi, openapi-generator, openapi3, python3, code-generation, python, openapi31, draft2020-12, schema-validation, help-wanted, jsonschema, openapi-specification, rest, draft5",1309963516000,1664693279000,1664842828000
moutinhofuturedev/paulomoutinho,"chakra-ui, next, react, react-icons, vercel, seo-optimization, javscript, json-schema, sitemap",1665082382000,1665082439000,1675562126000
mosparo/specifications,"mosparo, json-schema, spam-detection",1665305618000,1665305577000,1665307048000
KevinZhang19870314/v-formly-v3,"vue, vuejs, ajv, ajv-validation, form, form-validation, json, json-schema, ant, antdesign, ant-design-vue, v-formly, vue-formly, v-formly-v3, dynamic, element, element-ui, element-plus, dynamic-forms, vue-3",1665974703000,1665970999000,1667371202000
imjuni/schema-nozzle,"cli, json, json-schema, jsonschema, schema, tools, ts, typescript",1665983837000,1665983836000,1676567102000
dymmond/esmerald,"api, json, python, framework, web, async, asyncio, openapi, openapi3, pydantic, python3, redoc, rest, security, uvicorn, python-types, starlette, json-schema, swagger-ui, swagger",1666170527000,1666093826000,1666713588000
ts-oas/ts-oas,"oas, openapi, typescript, json-schema, swagger",1667162066000,1667162206000,1667333258000
python-jsonschema/referencing,"jsonschema, asyncapi, hypermedia, json, openapi, api, json-schema",1669068666000,1669073170000,1669130020000
python-jsonschema/jsonschema-specifications,"jsonschema, json, specifications, validation, json-schema",1672163253000,1672169269000,1672170480000
hexagontk/codecv,"json, json-schema, yaml, kotlin, toml, cv, resume, graalvm-native-image, hacktoberfest",1673204800000,1673204881000,1673205104000
jy95/docusaurus-json-schema-plugin,"docusaurus, docusaurus-plugin, docusaurus-theme, json-schema, json-schema-documentation, json-schema-editor, json-schema-viewer, hacktoberfest, hacktoberfest-accepted",1673289471000,1673289469000,1675209514000
NASA-AMMOS/seq-json-schema,"aerospace, json-schema, schema, sequencing, spacecraft, nasa, planning, multi-mission, modeling, command, sequence",1674105962000,1674092934000,1676588570000
redmer/yarrrml-json-schema,"json-schema, linked-data, r2rml, yarrrml",1674914986000,1674914985000,1675116708000
nuxodin/jema.js,"fast, json-schema, json-schema-validator, v2020-12, validator",1675359327000,1675359326000,1679598360000
harrel56/json-schema,"json, json-schema, jsonschema, schema, java, validation, validator",1675714174000,1675714154000,1685654077000
ugol/jr,"avro, datagen, json-schema, kafka, kafka-producer, protobuf, random-generation, redis, schema-registry, template, mongodb",1676148582000,1676148581000,1681769861000
tiddly-gittly/super-tag,"fields, form, form-editor, json-form, json-schema, supertag, tiddlywiki, tiddlywiki-plugin, tiddlywiki5, knowledge-graph, note-taking, notes-app, ontology, semantic-web, todoapp",1676642733000,1676642730000,1676796655000
ardatan/feTS,"fetch, fetch-api, json-schema, openapi, swagger, typescript, whatwg, whatwg-fetch, zod",1678194857000,1677754252000,1678227319000
scjorge/pydantic_br,"pydantic, python, hints, json-schema, fastapi, json, brasil, brazil, cnpj, cpf, cnh, schema, validacao-de-cnpj, validacao-de-cpf, validation",1679923168000,1679923167000,1680401146000
getsentry/json-schema-diff,"breaking-changes, json-schema, schema, tag-non-production",1679942070000,1679952673000,1680030595000
cyclops-ui/cyclops,"helm, kubernetes, kubernetes-operator, aks, cloud, crd-controller, devops, eks, gke, kubernetes-cluster, kubernetes-controller, platform-engineering, json-schema",1680394145000,1680394144000,1691519740000
webeetle/JRPC-Server,"json, json-api, json-rpc, json-schema, json-server, javascript, typescript",1680618525000,1680618505000,1680682438000
Fatal1ty/openapify,"api, jsonschema, openapi, openapi31, openapi-generator, openapi-specification, json-schema, dataclasses, python, rest-api, http-api, swagger, documentation, openapi3",1681048969000,1681075159000,1681325790000
samchungy/zod-openapi,"openapi, swagger, typescript, zod, json-schema, openapi3, zod-openapi",1679344442000,1681540131000,1681545229000
nearform/openapi-transformer-toolkit,"json-schema, npm, openapi, typescript",1682495110000,1682495106000,1683106209000
skryukov/json_skooma,"hacktoberfest, ruby, json-schema",1695762113000,1684267752000,1695762113000
6r17/madtypes,"json-schema, python3, typing",1685139611000,1685138785000,1685147398000
flodlc/http-wizard,"api, client, fastify, js, typebox, typescript, json-schema, zod, react-query, tanstack-query",1685824082000,1685820779000,1687707750000
webgme/svelte-jsonschema-form,"json-schema, svelte, web-component, web-forms, webgme",1684956431000,1686166080000,1690319208000
lyubick/action-YAML-schema-validator,"json-schema, jsonschema-validator, python, python3, yaml, actions, json, json-validation, json-validator, jsonschema, jsonschema-validation",1686579142000,1686579142000,1686647820000
zmievsa/cadwyn,"api, api-versioning, fastapi, pydantic, stripe, code-generation, versioning, hints, json-schema, python, python310, python311, python312",1686597255000,1686597238000,1708961739000
udamir/allof-merge,"allof, json, json-schema, merge, si, simplicity",1687020041000,1686998741000,1689707830000
neomutt/lsp-tree-sitter,"json-schema, language-server-protocol, tree-sitter",1687185522000,1687187055000,1698339450000
siyuan-community/siyuan-sdk,"json-schema, nodejs, sdk, siyuan, siyuan-note, type",1687425505000,1687425505000,1687710857000
acao/codemirror-json-schema,"codemirror-mode, codemirror6, json-schema, json, json5",1688985471000,1688985590000,1689777479000
simonuwe/oracle-apex-json-region,"json, json-schema, oracle-apex-plugin",1691497742000,1691497742000,1692967041000
withcatai/node-llama-cpp,"ai, bindings, catai, llama, llama-cpp, llm, nodejs, prebuilt-binaries, grammar, gguf, cuda, metal, json-schema, cmake, cmake-js, self-hosted",1691874230000,1691873596000,1691878621000
json-schema-form-element/jsfe,"form, json-schema, lit, react, shoelace, solid, vue, web-component, reactjs, sveltejs, form-builder, form-generator, form-validator, material",1695290062000,1695288889000,1697062227000
CQCL/phir,"json-schema, python, quantum-computing, quantinuum",1695370899000,1695370964000,1697493708000
astrohelm/metaforge,"astrohelm, javascript, metadata, metalanguage, nodejs, runtime-verification, schema, types, zero-dependencies, checker, dsl, json, testing, validation, generator, lightweight, modular, modular-design, modules-architecture, json-schema",1696876725000,1696876722000,1697463339000
losisin/helm-values-schema-json,"helm-plugin, json-schema, json-schema-generator, helm, helm-chart, helm-charts, helm-plugins, schema-json",1698138983000,1698138821000,1698178662000
runtime-env/runtime-env,"json-schema, twelve-factor, runtime-config, 12-factor-app, docker",1698627748000,1698627642000,1699083167000
losisin/helm-values-schema-json-action,"config, github-action, github-actions, helm, schema-json, json-schema",1699018948000,1699009396000,1699463368000
alvesvaren/zod-to-openai-tool,"json-schema, openai, openai-functions, zod, openai-assistants-api, openai-chat, openai-tools",1700074849000,1700074937000,1701173536000
dsanders11/json-schema-validate-action,"github-actions, json-schema",1703756626000,1703756623000,1703829657000
Archerxy/archer-xjson,"json, json-schema",1703814230000,1703814230000,1706758759000
